gene_id	r	p
CYTH3|9265	6.22818	0.00831372
CYTH4|27128	1.75041	0.241422
CYTIP|9595	0.368761	0.306765
CYTL1|54360	0	NaN
CYTSA|23384	12.0817	0.00737365
CYTSB|92521	14.0567	0.00759082
CYYR1|116159	0	NaN
CYorf15A|246126	0	NaN
CYorf15B|84663	0	NaN
D2HGDH|728294	25.0676	0.0812167
D4S234E|27065	1.76615e+06	0.999999
DAAM1|23002	2.20727	0.00996701
DAAM2|23500	0	NaN
DAB1|1600	0.8747	0.00939278
DAB2IP|153090	20.4309	0.0181956
DAB2|1601	7.25902	0.00170143
DACH1|1602	0.193013	0.366704
DACH2|117154	0	NaN
DACT1|51339	1.71906	0.0298694
DACT2|168002	0.0833333	NaN
DACT3|147906	1.29061	0.202482
DAD1L|56286	0	NaN
DAD1|1603	4.28299	0.00158212
DAG1|1605	9.93752	0.00266772
DAGLA|747	9.49257	0.0392943
DAGLB|221955	9.87225	0.0146085
DAK|26007	17.0157	0.00921754
DALRD3|55152	6.32676	0.00761426
DAND5|199699	4.39688	0.372189
DAOA|267012	0	NaN
DAO|1610	0.0833333	NaN
DAP3|7818	9.5226	0.00219616
DAPK1|1612	1.37615	0.0595063
DAPK2|23604	5.1175	0.04137
DAPK3|1613	4.97091	0.0047513
DAPL1|92196	0.0784999	0.32019
DAPP1|27071	0.166667	NaN
DAP|1611	19.7089	0.0079824
DARC|2532	0	NaN
DARS2|55157	7.57751	0.00361165
DARS|1615	6.03584	0.00256159
DAXX|1616	7.4952	0.00350175
DAZ1|1617	0	NaN
DAZ2|57055	0	NaN
DAZ3|57054	0	NaN
DAZ4|57135	0	NaN
DAZAP1|26528	3.60668	0.000581572
DAZAP2|9802	14.4374	0.00248776
DAZL|1618	0	NaN
DBC1|1620	0	NaN
DBF4B|80174	10.3953	0.0074002
DBF4|10926	6.44141	0.00489708
DBH|1621	0.734593	0.0528436
DBI|1622	4.10874	0.00170686
DBN1|1627	3.32324	0.000953768
DBNDD1|79007	22.2432	0.0605954
DBNDD2|55861	2.3129	0.00297487
DBNL|28988	3.00041	0.00156693
DBP|1628	2.64747	0.00585316
DBR1|51163	4.82077	0.00591514
DBT|1629	12.9678	0.00998254
DBX1|120237	0	NaN
DBX2|440097	0	NaN
DCAF10|79269	12.9314	0.0123646
DCAF11|80344	13.3161	0.00970277
DCAF12L1|139170	0	NaN
DCAF12L2|340578	0	NaN
DCAF12|25853	19.0828	0.0124062
DCAF13|25879	2.77205	0.00105101
DCAF15|90379	9.04372	0.0106632
DCAF16|54876	8.67198	0.00744586
DCAF17|80067	14.4194	0.0309261
DCAF4L1|285429	2.215	0.0749618
DCAF4L2|138009	0	NaN
DCAF4|26094	9.90146	0.0184476
DCAF5|8816	29.7416	0.0297269
DCAF6|55827	9.52886	0.00636802
DCAF7|10238	17.9982	0.00509684
DCAF8L1|139425	0	NaN
DCAF8L2|347442	0	NaN
DCAF8|50717	58.8432	0.0258697
DCAKD|79877	29.6121	0.0457545
DCBLD1|285761	2.92745	0.00269995
DCBLD2|131566	8.83316	0.0264929
DCC|1630	0	NaN
DCDC1|341019	2.22366	0.792185
DCDC2B|149069	1.34553	0.801452
DCDC2|51473	0.0833333	NaN
DCD|117159	0	NaN
DCHS1|8642	3.20243e+06	1
DCHS2|54798	0	NaN
DCI|1632	8.68502	0.00434066
DCK|1633	8.81232	0.0137518
DCLK1|9201	4.02806	0.197828
DCLK2|166614	7.79803	0.0556149
DCLK3|85443	0	NaN
DCLRE1A|9937	14.1213	0.0154663
DCLRE1B|64858	26.2373	0.0276307
DCLRE1C|64421	14.0174	0.0306716
DCN|1634	1.34553	0.801452
DCP1A|55802	22.4721	0.0188108
DCP1B|196513	13.331	0.0453567
DCP2|167227	14.1912	0.00732915
DCPS|28960	9.61896	0.0115169
DCST1|149095	1.34553	0.801452
DCST2|127579	0.659013	0.0206529
DCTD|1635	10.1086	0.0136337
DCTN1|1639	6.91302	0.000763448
DCTN2|10540	12.8468	0.00416922
DCTN3|11258	5.84582	0.00608615
DCTN4|51164	10.0735	0.00406848
DCTN5|84516	5.58844	0.00286255
DCTN6|10671	10.4073	0.0189054
DCTPP1|79077	3.05589	0.00120304
DCT|1638	0	NaN
DCUN1D1|54165	5.13349	0.00788393
DCUN1D2|55208	11.7051	0.0162093
DCUN1D3|123879	22.7865	0.165978
DCUN1D4|23142	10.3016	0.00887708
DCUN1D5|84259	2.58004	0.00243382
DCXR|51181	5.2715	0.00602442
DCX|1641	0.25	NaN
DDA1|79016	7.42594	0.00647747
DDAH1|23576	2.76645	0.00417988
DDAH2|23564	4.15457	0.00900255
DDB1|1642	8.27727	0.000605579
DDB2|1643	14.5679	0.0134206
DDC|1644	0.662811	0.318739
DDHD1|80821	10.3994	0.00910312
DDHD2|23259	15.3901	0.015137
DDI1|414301	0.172395	0.340885
DDI2|84301	3.69342	0.0160914
DDIT3|1649	2.53086	0.00743212
DDIT4L|115265	1.18837	0.0942777
DDIT4|54541	6.31981	0.000318613
DDN|23109	6.7199	0.00606826
DDOST|1650	9.96614	0.00168966
DDO|8528	0.588126	0.390835
DDR1|780	4.18532	0.00315135
DDR2|4921	1.05857	0.0268727
DDRGK1|65992	5.04486	0.00857418
DDTL|100037417	1.27079	0.00164766
DDT|1652	11.4921	0.00542402
DDX10|1662	7.27714	0.00623384
DDX11L2|84771	2.20448	0.17352
DDX11|1663	17.3201	0.00599054
DDX12|440081	10.0526	0.0113947
DDX17|10521	21.8695	0.00182875
DDX18|8886	4.86804	0.00134401
DDX19A|55308	7.36955	0.00352562
DDX19B|11269	9.40134	0.00967729
DDX1|1653	5.93768	0.000836379
DDX20|11218	5.92275	0.00438964
DDX21|9188	5.47988	0.000439966
DDX23|9416	5.87072	0.000886275
DDX24|57062	4.14591	0.000830181
DDX25|29118	0.0833333	NaN
DDX26B|203522	0.0784999	0.32019
DDX27|55661	3.19531	0.00082374
DDX28|55794	6.60853	0.0101315
DDX31|64794	7.71643	0.00556487
DDX39|10212	4.12096	0.000843588
DDX3X|1654	10.3871	0.00071932
DDX3Y|8653	0	NaN
DDX41|51428	9.44166	0.00311022
DDX42|11325	12.4717	0.0021976
DDX43|55510	1.03716e+06	1
DDX46|9879	3.26722	0.000474431
DDX47|51202	4.96122	0.00188487
DDX49|54555	2.73852	0.00157826
DDX4|54514	0.25	NaN
DDX50|79009	5.67519	0.00258315
DDX51|317781	6.06524	0.00481534
DDX52|11056	2.86794	0.00128074
DDX53|168400	1.54162	0.698107
DDX54|79039	6.77312	0.00138919
DDX55|57696	8.50446	0.00484745
DDX56|54606	3.30949	0.000896967
DDX58|23586	26.7537	0.241016
DDX59|83479	11.6313	0.0208274
DDX5|1655	7.94986	0.000579713
DDX60L|91351	7.8494	0.0349744
DDX60|55601	7.39985	0.0747587
DDX6|1656	9.52918	0.00385987
DEAF1|10522	9.61867	0.00972203
DEC1|50514	0	NaN
DECR1|1666	6.21825	0.00515801
DECR2|26063	14.3409	0.0300223
DEDD2|162989	8.27479	0.0140762
DEDD|9191	14.2106	0.0180252
DEF6|50619	4.0538	0.0482765
DEF8|54849	6.2478	0.0080049
DEFA1B|728358	0	NaN
DEFA4|1669	0	NaN
DEFA5|1670	0	NaN
DEFA6|1671	0	NaN
DEFB103B|414325	0	NaN
DEFB104A|140596	0	NaN
DEFB105A|245908	0	NaN
DEFB106A|245909	0	NaN
DEFB107A|245910	0	NaN
DEFB108B|245911	0	NaN
DEFB109P1B|641517	0	NaN
DEFB109P1|245912	0	NaN
DEFB110|245913	0	NaN
DEFB112|245915	0	NaN
DEFB113|245927	0	NaN
DEFB114|245928	0	NaN
DEFB115|245929	0	NaN
DEFB116|245930	0	NaN
DEFB118|117285	0	NaN
DEFB119|245932	0	NaN
DEFB121|245934	0	NaN
DEFB122|245935	0	NaN
DEFB123|245936	0	NaN
DEFB124|245937	0	NaN
DEFB125|245938	0	NaN
DEFB126|81623	0	NaN
DEFB127|140850	0	NaN
DEFB128|245939	0	NaN
DEFB129|140881	0	NaN
DEFB130|245940	0	NaN
DEFB131|644414	0	NaN
DEFB132|400830	0	NaN
DEFB134|613211	0	NaN
DEFB135|613209	0	NaN
DEFB136|613210	0	NaN
DEFB1|1672	0	NaN
DEFB4A|1673	0	NaN
DEGS1|8560	7.54833	0.00233842
DEGS2|123099	0.533813	0.122234
DEK|7913	9.05098	0.00101095
DEM1|64789	7.35144	0.043218
DENND1A|57706	43.5737	0.0499656
DENND1B|163486	9.25833	0.120355
DENND1C|79958	0.884866	0.0540051
DENND2A|27147	0.166667	NaN
DENND2C|163259	2.32799	0.00351308
DENND2D|79961	1.19681e+06	1
DENND3|22898	6.99703	0.00618387
DENND4A|10260	14.4257	0.0215413
DENND4B|9909	12.5643	0.00566539
DENND4C|55667	20.2535	0.0206668
DENND5A|23258	19.2673	0.00852719
DENND5B|160518	5.85178	0.0047074
DENR|8562	3.77707	0.00162756
DEPDC1B|55789	4.59797	0.00497968
DEPDC1|55635	7.05128	0.00279447
DEPDC4|120863	19.3876	0.387977
DEPDC5|9681	20.4607	0.0533928
DEPDC6|64798	4.99418	0.0209185
DEPDC7|91614	3.82515	0.0105427
DERA|51071	5.06949	0.00716634
DERL1|79139	12.6179	0.00637926
DERL2|51009	3.16252	0.00492607
DERL3|91319	0.787067	0.00239264
DES|1674	2.99359	0.0128576
DET1|55070	0.166667	NaN
DEXI|28955	13.6225	0.0205017
DFFA|1676	63.92	0.0281441
DFFB|1677	11.2463	0.0341664
DFNA5|1687	13.741	0.0282644
DFNB31|25861	7.16922	0.00760121
DFNB59|494513	7.15192	0.305612
DGAT1|8694	11.7749	0.0105752
DGAT2L6|347516	0	NaN
DGAT2|84649	3.90169	0.00855819
DGCR10|26222	2.75479	0.246592
DGCR11|25786	6.40228	0.194585
DGCR14|8220	5.96331	0.00966297
DGCR2|9993	34.512	0.0231015
DGCR5|26220	0.568944	0.00433528
DGCR6L|85359	4.32449	0.00500477
DGCR6|8214	6.68433	0.0327635
DGCR8|54487	22.2631	0.0155712
DGCR9|25787	4.35759	0.0980535
DGKA|1606	4.56995	0.0181838
DGKB|1607	0.0833333	NaN
DGKD|8527	4.82871	0.00153001
DGKE|8526	7.27569	0.00842638
DGKG|1608	0	NaN
DGKH|160851	4.27275	0.02856
DGKI|9162	0.374671	0.116793
DGKK|139189	0	NaN
DGKQ|1609	6.1235	0.0262297
DGKZ|8525	3.6884	0.00412255
DGUOK|1716	7.36514	0.00406402
DHCR24|1718	6.8617	0.000730989
DHCR7|1717	7.64031	0.00286407
DHDDS|79947	5.51558	0.00813889
DHDH|27294	2.41667	NaN
DHDPSL|112817	3.16115	0.147068
DHFRL1|200895	10.8093	0.0693751
DHFR|1719	8.45982	0.00311467
DHH|50846	5.1123	0.80353
DHODH|1723	11.8787	0.0237079
DHPS|1725	5.20582	0.00347412
DHRS11|79154	8.41226	0.0138512
DHRS12|79758	3.86118	0.0637918
DHRS13|147015	6.53979	0.00764852
DHRS1|115817	9.44604	0.0225158
DHRS2|10202	0.866549	0.126199
DHRS3|9249	0.864835	0.00166118
DHRS4L1|728635	0.48947	0.311209
DHRS4L2|317749	21.6299	0.0979261
DHRS4|10901	12.8061	0.0259904
DHRS7B|25979	17.1413	0.037627
DHRS7C|201140	0.345143	0.579933
DHRS7|51635	11.6053	0.0165587
DHRS9|10170	0.0784999	0.32019
DHRSX|207063	5.48612	0.0119875
DHTKD1|55526	12.8854	0.00883236
DHX15|1665	5.72624	0.000992349
DHX16|8449	5.94188	0.00304773
DHX29|54505	2.83393	0.00198721
DHX30|22907	9.2547	0.00229455
DHX32|55760	20.0297	0.0226338
DHX33|56919	13.7401	0.00681837
DHX34|9704	4.87388	0.00289101
DHX35|60625	9.77667	0.0124619
DHX36|170506	6.1159	0.0030639
DHX37|57647	3.66218	0.00162157
DHX38|9785	8.21398	0.00289373
DHX40P1|653645	0	NaN
DHX40|79665	17.6649	0.00625435
DHX57|90957	5.37477	0.00469737
DHX58|79132	2.62629	0.209384
DHX8|1659	12.2409	0.00428315
DHX9|1660	2.36425	0.000229213
DIABLO|56616	6.74868	0.00667967
DIAPH1|1729	8.42163	0.00104033
DIAPH2|1730	16.0206	0.0869014
DIAPH3|81624	8.29914	0.00495531
DICER1|23405	8.66445	0.00472994
DIDO1|11083	35.5025	0.00712389
DIMT1L|27292	3.77146	0.0034722
DIO1|1733	0.855955	0.506696
DIO2|1734	1.20152	0.000166094
DIO3OS|64150	794805	0.999999
DIO3|1735	64.1478	0.668918
DIP2A|23181	14.9769	0.0128883
DIP2B|57609	7.96402	0.00321805
DIP2C|22982	1.90244	0.124187
DIRAS1|148252	4.58641	0.0258385
DIRAS2|54769	0	NaN
DIRAS3|9077	1.99722	0.232761
DIRC1|116093	0	NaN
DIRC2|84925	3.86004	0.012414
DIRC3|729582	1.25344	0.625644
DIS3L2|129563	29.7524	0.0760277
DIS3L|115752	9.49525	0.00965377
DIS3|22894	8.98753	0.00286281
DISC1|27185	6.47073	0.0721878
DISC2|27184	0.25	NaN
DISP1|84976	4.22547	0.00588389
DISP2|85455	3.32875	0.0484802
DIXDC1|85458	11.6843	0.0204414
DKC1|1736	4.48793	0.000516067
DKFZP434H168|26077	0.384472	0.365767
DKFZP434K028|26070	0.25	NaN
DKFZP434L187|26082	0.0833333	NaN
DKFZP586I1420|222161	4.685	0.0371035
DKFZP686I15217|401232	1.75897	0.0290296
DKFZp434J0226|93429	1.61109	0.085798
DKFZp434L192|222029	0	NaN
DKFZp566F0947|94023	0	NaN
DKFZp686A1627|266695	0	NaN
DKFZp686O24166|374383	8.57214	0.00891858
DKFZp761E198|91056	15.9142	0.0158232
DKFZp779M0652|374387	1.6951	0.77222
DKK1|22943	0.622851	0.00868615
DKK2|27123	2.1486	0.648093
DKK3|27122	5.62319	0.0433811
DKK4|27121	0.0784999	0.32019
DKKL1|27120	0.980833	0.370475
DLAT|1737	3.92532	0.00193484
DLC1|10395	0.283499	0.195494
DLD|1738	3.21291	0.000866977
DLEC1|9940	0.5	NaN
DLEU1|10301	6.07648	0.0134215
DLEU2L|79469	1.89471	0.0548217
DLEU2|8847	1.6308	0.0122038
DLEU7|220107	1.34553	0.801452
DLG1|1739	13.6608	0.00826675
DLG2|1740	2.45313	0.495269
DLG3|1741	16.3591	0.0191871
DLG4|1742	2.90723	0.00369921
DLG5|9231	11.9097	0.00516246
DLGAP1|9229	0	NaN
DLGAP2|9228	0.345143	0.579933
DLGAP3|58512	0.374733	0.290176
DLGAP4|22839	11.9876	0.0103335
DLGAP5|9787	4.27221	0.00207504
DLK1|8788	0.138597	0.249605
DLK2|65989	0.951999	0.0175369
DLL1|28514	0.744761	0.279835
DLL3|10683	8.48391	0.0435667
DLL4|54567	1.80896	0.369757
DLST|1743	15.8189	0.00440618
DLX1|1745	1.66953	0.00595898
DLX2|1746	0.91163	0.0087661
DLX3|1747	0.613217	0.0130389
DLX4|1748	8.16689	0.0230324
DLX5|1749	0	NaN
DLX6AS|285987	0	NaN
DLX6|1750	0.274644	0.0386388
DMAP1|55929	3.87675	0.00437947
DMBT1|1755	1.41992	0.00344429
DMBX1|127343	19.8465	0.188691
DMC1|11144	23.1622	0.783066
DMD|1756	2.10627	0.00107411
DMGDH|29958	1.54162	0.698107
DMKN|93099	0.48752	0.0122685
DMP1|1758	0	NaN
DMPK|1760	6.54052	0.0122034
DMRT1|1761	0	NaN
DMRT2|10655	0	NaN
DMRT3|58524	0	NaN
DMRTA1|63951	12.8889	0.159835
DMRTA2|63950	1	NaN
DMRTB1|63948	0	NaN
DMRTC1B|728656	0	NaN
DMRTC1|63947	0	NaN
DMRTC2|63946	0	NaN
DMTF1|9988	16.9679	0.0111152
DMWD|1762	9.8665	0.0132549
DMXL1|1657	19.7176	0.017469
DMXL2|23312	15.1261	0.0129796
DNA2|1763	4.7714	0.00685442
DNAH10|196385	1.75	NaN
DNAH11|8701	1.42209	0.133253
DNAH12|201625	0.345143	0.579933
DNAH14|127602	8.33823	0.0236822
DNAH17|8632	3.15997	0.0263712
DNAH1|25981	1.27582	0.00863839
DNAH2|146754	1.29272	0.113635
DNAH3|55567	0.345143	0.579933
DNAH5|1767	2.66516	0.0216097
DNAH6|1768	4.07101	0.127935
DNAH7|56171	3.28675	0.502811
DNAH8|1769	0	NaN
DNAH9|1770	0.166667	NaN
DNAI1|27019	4.95579	0.798575
DNAI2|64446	0	NaN
DNAJA1|3301	3.16681	0.000382035
DNAJA2|10294	6.30091	0.00234042
DNAJA3|9093	8.82869	0.00285434
DNAJA4|55466	6.93485	0.0128083
DNAJB11|51726	5.1158	0.00218746
DNAJB12|54788	7.49759	0.00495819
DNAJB13|374407	1.88634	0.430049
DNAJB14|79982	7.77497	0.0309216
DNAJB1|3337	4.88417	0.0010743
DNAJB2|3300	7.33777	0.00884507
DNAJB3|414061	0	NaN
DNAJB4|11080	2.75066	0.00397781
DNAJB5|25822	15.5603	0.104506
DNAJB6|10049	5.3653	0.00371314
DNAJB7|150353	5.39961	0.256315
DNAJB8|165721	0	NaN
DNAJB9|4189	5.51803	0.0175073
DNAJC10|54431	6.64272	0.00277071
DNAJC11|55735	4.63854	0.00147569
DNAJC12|56521	9.17133	0.0106498
DNAJC13|23317	8.54433	0.00491913
DNAJC14|85406	36.1001	0.0173856
DNAJC15|29103	3.00464	0.00502375
DNAJC16|23341	50.8488	0.128158
DNAJC17|55192	6.25565	0.0207998
DNAJC18|202052	18.9161	0.0370722
DNAJC19|131118	6.87498	0.0141911
DNAJC1|64215	8.4974	0.00528912
DNAJC21|134218	11.1764	0.00332629
DNAJC22|79962	2.8127	0.013733
DNAJC24|120526	9.63818	0.013827
DNAJC25-GNG10|552891	0.366116	0.0165543
DNAJC25|548645	5.03587	0.0127318
DNAJC27|51277	14.9851	0.109259
DNAJC28|54943	10.3464	0.432365
DNAJC2|27000	2.45271	0.000710493
DNAJC30|84277	4.93039	0.0131853
DNAJC3|5611	9.73051	0.00502246
DNAJC4|3338	3.41211	0.0074083
DNAJC5B|85479	0.0833333	NaN
DNAJC5G|285126	2.75	NaN
DNAJC5|80331	24.0942	0.00924564
DNAJC6|9829	10.1594	0.0402099
DNAJC7|7266	3.56583	0.000756624
DNAJC8|22826	5.91429	0.00219617
DNAJC9|23234	6.06939	0.0029846
DNAL1|83544	10.8124	0.0344184
DNAL4|10126	7.94852	0.0562932
DNALI1|7802	2.67247	0.344577
DNASE1L1|1774	3.45993	0.00538196
DNASE1L2|1775	3.8092	0.161116
DNASE1L3|1776	0	NaN
DNASE1|1773	10.2037	0.137663
DNASE2B|58511	0.450876	0.375456
DNASE2|1777	22.4926	0.0192809
DND1|373863	15.7874	0.0601531
DNER|92737	5.73847	0.00636437
DNHD1|144132	2.17195	0.00339541
DNLZ|728489	2.50543	0.00852412
DNM1L|10059	6.19658	0.0020034
DNM1P35|100128285	3.01176	0.0834397
DNM1|1759	14.3547	0.00753583
DNM2|1785	9.95236	0.00212266
DNM3|26052	10.6604	0.127679
DNMBP|23268	10.2852	0.00582472
DNMT1|1786	7.06775	0.000869789
DNMT3A|1788	18.3269	0.018034
DNMT3B|1789	3.38281	0.00663449
DNMT3L|29947	0.624512	0.263006
DNPEP|23549	4.8713	0.00454326
DNTTIP1|116092	8.31522	0.0069208
DNTTIP2|30836	2.73679	0.00077506
DNTT|1791	0.0833333	NaN
DOC2A|8448	1.24324	0.00672349
DOC2B|8447	0.0833333	NaN
DOCK10|55619	1.96469	0.00631129
DOCK11|139818	3.88588	0.00633599
DOCK1|1793	55.2155	0.0397721
DOCK2|1794	0.35799	0.00925245
DOCK3|1795	1.82051	0.0597141
DOCK4|9732	22.516	0.0734577
DOCK5|80005	18.8957	0.0225559
DOCK6|57572	4.44286	0.00478528
DOCK7|85440	11.1474	0.011326
DOCK8|81704	0	NaN
DOCK9|23348	26.7013	0.0236601
DOHH|83475	2.74811	0.0036108
DOK1|1796	8.90911	0.0191906
DOK2|9046	0.323866	0.393105
DOK3|79930	1.22679	0.0106854
DOK4|55715	8.60207	0.00538099
DOK5|55816	0	NaN
DOK6|220164	1.16667	NaN
DOK7|285489	0.504475	0.00548813
DOLK|22845	4.33409	0.0072903
DOLPP1|57171	8.17781	0.0127295
DOM3Z|1797	8.82265	0.0144636
DONSON|29980	7.6457	0.00748799
DOPEY1|23033	22.6197	0.0459793
DOPEY2|9980	7.90726	0.0541011
DOT1L|84444	9.2364	0.00300006
DPAGT1|1798	12.4502	0.00826732
DPCD|25911	4.86835	0.0135313
DPCR1|135656	1.18121e+06	0.999999
DPEP1|1800	1.57432	0.230693
DPEP2|64174	0.25	NaN
DPEP3|64180	0	NaN
DPF1|8193	2.94722	0.0250053
DPF2|5977	7.40004	0.00393344
DPF3|8110	1.91808	0.0954991
DPH1|1801	9.81345	0.0068213
DPH2|1802	4.55383	0.00217733
DPH3B|100132911	5.92045	0.0806376
DPH3|285381	9.17908	0.0116768
DPH5|51611	7.08525	0.00405508
DPM1|8813	2.94333	0.00162785
DPM2|8818	7.97502	0.00545341
DPM3|54344	10.1193	0.0154132
DPP10|57628	0	NaN
DPP3|10072	2.74269	0.00201657
DPP4|1803	0	NaN
DPP6|1804	0.0833333	NaN
DPP7|29952	4.3886	0.00171918
DPP8|54878	7.86293	0.0134058
DPP9|91039	4.95628	0.00203026
DPPA2|151871	5.07008	0.0527748
DPPA3|359787	0	NaN
DPPA4|55211	0	NaN
DPPA5|340168	0	NaN
DPRXP4|503645	3.34111	0.476772
DPRX|503834	0	NaN
DPT|1805	0.224269	0.0191286
DPY19L1|23333	10.4993	0.00707142
DPY19L2P1|554236	0.345143	0.579933
DPY19L2P2|349152	0.643077	0.412297
DPY19L2P4|442523	0	NaN
DPY19L2|283417	1.06038	0.346487
DPY19L3|147991	12.1346	0.0285151
DPY19L4|286148	8.93515	0.00778085
DPY30|84661	5.3284	0.00481339
DPYD|1806	4.3203	0.00596051
DPYSL2|1808	5.58458	0.0132808
DPYSL3|1809	3.93811	0.00352765
DPYSL4|10570	0.996735	0.0161205
DPYSL5|56896	0.0833333	NaN
DPYS|1807	0	NaN
DQX1|165545	3.21025	0.26841
DR1|1810	6.05352	0.00241765
DRAM1|55332	10.7534	0.00449712
DRAM2|128338	4.41489	0.00407623
DRAP1|10589	3.01658	0.00148813
DRD1|1812	1.34553	0.801452
DRD2|1813	0.333333	NaN
DRD3|1814	0	NaN
DRD4|1815	1.394	0.17659
DRD5|1816	0	NaN
DRG1|4733	2.91422	0.00118436
DRG2|1819	10.5286	0.00981124
DRGX|644168	0	NaN
DRP2|1821	2270.12	0.99069
DSC1|1823	0	NaN
DSC2|1824	11.1587	0.0814057
DSC3|1825	0	NaN
DSCAML1|57453	0.384472	0.365767
DSCAM|1826	0	NaN
DSCC1|79075	8.48985	0.00533676
DSCR10|259234	0.25	NaN
DSCR3|10311	10.7019	0.0128571
DSCR4|10281	0	NaN
DSCR6|53820	0	NaN
DSCR8|84677	1.20823	0.39724
DSCR9|257203	8.30723	0.379489
DSEL|92126	6.67359	0.00255073
DSE|29940	4.01053	0.000979828
DSG1|1828	0	NaN
DSG2|1829	11.7552	0.00393984
DSG3|1830	0.0784999	0.32019
DSG4|147409	0	NaN
DSN1|79980	14.9792	0.00757041
DSPP|1834	0	NaN
DSP|1832	3.51038	0.00149308
DSTN|11034	2.84514	0.000379753
DSTYK|25778	15.165	0.0129477
DST|667	23.6764	0.00427372
DTD1|92675	4.913	0.00662951
DTHD1|401124	0	NaN
DTL|51514	18.3152	0.00620192
DTNA|1837	24.0127	0.0524567
DTNBP1|84062	4.45222	0.0115657
DTNB|1838	11.1439	0.027399
DTWD1|56986	5.03916	0.00532049
DTWD2|285605	7.96475	0.0251018
DTX1|1840	0.498306	0.299288
DTX2|113878	15.4232	0.0326874
DTX3L|151636	3.45404	0.00809628
DTX3|196403	11.2267	0.0295588
DTX4|23220	1.64972	0.0214762
DTYMK|1841	3.28588	0.00211
DULLARD|23399	11.9734	0.0043926
DUOX1|53905	4.34257	0.284586
DUOX2|50506	1.02001	0.449341
DUOXA1|90527	0.451842	0.265502
DUOXA2|405753	0.0833333	NaN
DUPD1|338599	0	NaN
DUS1L|64118	5.64115	0.00197758
DUS2L|54920	7.42641	0.0139898
DUS3L|56931	4.52426	0.00348639
DUS4L|11062	5.66438	0.0183315
DUSP10|11221	9.73285	0.0235719
DUSP11|8446	6.53379	0.00634533
DUSP12|11266	5.34846	0.00525682
DUSP13|51207	1.32719	0.379865
DUSP14|11072	3.57331	0.00259486
DUSP15|128853	1.11839	0.527943
DUSP16|80824	9.31252	0.009365
DUSP18|150290	18.2383	0.231877
DUSP19|142679	25.1511	0.31676
DUSP1|1843	2.0766	0.000447987
DUSP21|63904	0	NaN
DUSP22|56940	9.18891	0.0187584
DUSP23|54935	3.11843	0.00404491
DUSP26|78986	0	NaN
DUSP27|92235	0.398661	0.130055
DUSP28|285193	11.6114	0.090694
DUSP2|1844	1.38731	0.000752623
DUSP3|1845	15.144	0.00567516
DUSP4|1846	1.19482	0.00805347
DUSP5P|574029	2.28946	0.0323418
DUSP5|1847	1.26215	0.00319792
DUSP6|1848	0.81305	0.0125284
DUSP7|1849	8.27221	0.00958424
DUSP8|1850	2.31735	0.0381035
DUSP9|1852	2.00219	0.003474
DUT|1854	8.55841	0.00249415
DUX4|22947	0	NaN
DUXA|503835	0	NaN
DVL1|1855	7.63004	0.00185621
DVL2|1856	7.7624	0.00481087
DVL3|1857	14.8192	0.00696341
DVWA|344875	12.787	0.475878
DYDC1|143241	0	NaN
DYDC2|84332	0	NaN
DYM|54808	8.27697	0.0104768
DYNC1H1|1778	12.7989	0.000903318
DYNC1I1|1780	0.205154	0.0116973
DYNC1I2|1781	8.6573	0.00778074
DYNC1LI1|51143	2.16815	0.00150872
DYNC1LI2|1783	11.9652	0.00334508
DYNC2H1|79659	10.4311	0.0117986
DYNC2LI1|51626	6.40149	0.0170109
DYNLL1|8655	3.61464	0.000751844
DYNLL2|140735	9.34129	0.00651903
DYNLRB1|83658	10.7473	0.00673461
DYNLRB2|83657	0.28579	0.222268
DYNLT1|6993	12.0991	0.0102889
DYNLT3|6990	6.41094	0.00678949
DYRK1A|1859	21.9575	0.024268
DYRK1B|9149	26.5699	0.0638081
DYRK2|8445	10.4501	0.0102124
DYRK3|8444	15.6262	0.0438988
DYRK4|8798	9.38726	0.0407308
DYSFIP1|116729	1.32539	0.134895
DYSF|8291	1.454	0.352855
DYTN|391475	0	NaN
DYX1C1|161582	2.80804	0.0634948
DZIP1L|199221	22.4998	0.134595
DZIP1|22873	14.6085	0.0234854
DZIP3|9666	6.36	0.0126519
E2F1|1869	10.4054	0.00519624
E2F2|1870	10.9268	0.0165513
E2F3|1871	8.80557	0.00601451
E2F4|1874	8.73089	0.00498131
E2F5|1875	8.07437	0.010697
E2F6|1876	8.59787	0.0137857
E2F7|144455	28.4725	0.0226516
E2F8|79733	8.93802	0.0414236
E4F1|1877	10.4003	0.0120901
EAF1|85403	16.7309	0.0171091
EAF2|55840	3.50282	0.0431101
EAPP|55837	9.8696	0.013118
EARS2|124454	9.85509	0.0082687
EBAG9|9166	7.13996	0.0146494
EBF1|1879	2.97189	0.0404493
EBF2|64641	0	NaN
EBF3|253738	0	NaN
EBF4|57593	0.549456	0.00772437
EBI3|10148	2.24191	0.0451466
EBNA1BP2|10969	1.34714	0.000216495
EBPL|84650	4.57993	0.00386929
EBP|10682	4.13505	0.00194555
ECD|11319	4.01966	0.00429442
ECE1|1889	32.1821	0.00710668
ECE2|9718	8.2537	0.012609
ECEL1|9427	1.4331	0.000320962
ECH1|1891	17.0085	0.00607082
ECHDC1|55862	3.33312	0.00165279
ECHDC2|55268	14.4926	0.52397
ECHDC3|79746	4.9742	0.0302124
